MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,SalePrice
60,RL,7837,Inside,1Fam,7,1993,1994,VinylSd,0,799,178000
60,RL,9760,Inside,1Fam,6,1964,1964,HdBoard,106,780,167900
160,RM,3964,Inside,TwnhsE,4,1973,1973,CemntBd,0,942,151400
45,RL,9600,Inside,1Fam,7,1949,2003,MetalSd,0,845,135000
20,RL,10152,Inside,1Fam,5,1956,1956,MetalSd,0,1048,135000
60,RL,11700,Inside,1Fam,6,1968,1968,MetalSd,0,727,154000
50,RL,7585,Inside,1Fam,3,1948,1950,MetalSd,0,810,91500
60,RL,7950,Corner,1Fam,6,1977,1977,HdBoard,0,690,159500
20,RL,8556,Inside,1Fam,5,2006,2006,VinylSd,0,1240,194000
70,RL,13125,Inside,1Fam,6,1940,1984,Wd Sdng,0,800,219500
50,RL,10800,Inside,1Fam,8,1936,1989,Wd Sdng,0,796,170000
20,RL,15870,Corner,1Fam,5,1969,1969,VinylSd,791,1096,138800
120,RM,4435,Inside,TwnhsE,5,2004,2004,VinylSd,0,848,155900
20,RL,8775,Inside,1Fam,5,1994,1994,VinylSd,0,990,126000
20,RL,11040,Inside,1Fam,7,1971,2004,VinylSd,0,1258,145000
20,RL,7500,Corner,1Fam,5,1963,1963,HdBoard,0,1040,133000
20,RL,8749,Inside,1Fam,5,2002,2002,VinylSd,0,1459,192000
20,RL,8800,Inside,1Fam,6,1964,1964,HdBoard,0,1251,160000
60,RL,13031,Corner,1Fam,5,1995,1996,HdBoard,0,691,187500
85,RL,9069,Inside,1Fam,6,1992,1992,HdBoard,0,936,147000
160,RM,1974,Inside,TwnhsE,5,1973,1973,CemntBd,0,546,83500
60,FV,10574,Inside,1Fam,5,2005,2006,VinylSd,0,1082,252000
160,RM,2522,Inside,Twnhs,5,2004,2004,VinylSd,0,970,137500
120,FV,3316,Inside,TwnhsE,5,2005,2005,MetalSd,0,1247,197000
90,RL,8544,Corner,Duplex,4,1950,1950,BrkFace,0,0,92900
160,FV,2160,Inside,Twnhs,5,1999,2000,MetalSd,0,600,160000
50,RL,8400,Inside,1Fam,5,1925,1950,MetalSd,0,1181,136500
20,RL,9230,Corner,1Fam,8,1965,1998,MetalSd,0,864,146000
20,RL,5868,Inside,1Fam,7,1956,2000,MetalSd,240,936,129000
20,RL,9317,Inside,1Fam,5,2006,2006,VinylSd,0,1314,176432
70,RM,6882,Inside,1Fam,7,1914,2006,Wd Sdng,0,684,127000
120,RL,3696,Inside,TwnhsE,5,1986,1986,HdBoard,0,1074,170000
50,RM,6000,Inside,1Fam,6,1936,1950,MetalSd,0,672,128000
20,RL,11880,Inside,1Fam,5,1978,1978,Plywood,0,1271,157000
30,RL,8400,Inside,1Fam,5,1920,1950,Wd Sdng,0,290,60000
20,RL,9758,Inside,1Fam,5,1971,1971,HdBoard,287,950,119500
20,RL,7000,Inside,1Fam,7,1960,2002,Wd Sdng,0,1010,135000
20,RL,8910,Corner,1Fam,6,1959,1959,BrkFace,0,655,159500
160,RM,2016,Inside,TwnhsE,5,1970,1970,HdBoard,0,630,106000
60,RL,12256,Corner,1Fam,5,1994,1995,HdBoard,0,1463,325000
20,RL,10357,Corner,1Fam,5,1990,1991,HdBoard,0,910,179900
60,RL,23257,CulDSac,1Fam,5,2006,2006,VinylSd,0,868,274725
60,RL,8063,Inside,1Fam,5,2000,2000,VinylSd,0,924,181000
20,RL,11362,Inside,1Fam,5,2004,2005,MetalSd,0,1836,280000
60,RL,8000,Inside,1Fam,5,1995,1996,HdBoard,0,773,188000
60,RL,10480,Inside,1Fam,6,1976,1976,Plywood,0,803,205000
20,RL,7100,Corner,1Fam,7,1957,1957,WdShing,0,816,129900
20,RL,8923,Inside,1Fam,7,1953,2006,Wd Sdng,0,1008,134500
20,RL,5400,Inside,1Fam,7,1954,2000,MetalSd,0,833,117000
20,RL,12085,Inside,1Fam,5,2007,2007,VinylSd,0,1734,318000
80,RL,7750,Inside,1Fam,5,2002,2002,VinylSd,0,408,184100
20,RL,9764,FR2,1Fam,7,1967,2003,VinylSd,0,894,130000
80,RL,13825,Inside,1Fam,6,1958,1987,MetalSd,0,533,140000
20,RL,7560,Inside,1Fam,5,1959,1959,BrkFace,0,1040,133700
30,RM,8263,Inside,1Fam,5,1920,1950,BrkFace,0,1012,118400
20,RL,10084,Inside,1Fam,5,2005,2006,VinylSd,0,1552,212900
20,RL,8926,Corner,1Fam,3,1956,1956,AsbShng,0,672,112000
20,RL,9405,Inside,1Fam,9,1947,2008,VinylSd,0,698,118000
80,RL,9125,Inside,1Fam,5,1992,1992,HdBoard,0,384,163900
20,RL,10434,Inside,1Fam,5,1955,1955,Plywood,0,1005,115000
120,RL,3684,Inside,TwnhsE,5,2007,2007,VinylSd,0,1373,174000
20,RL,14572,Corner,1Fam,5,2004,2004,VinylSd,0,1530,259000
60,RL,11796,Inside,1Fam,5,2004,2005,VinylSd,0,847,215000
90,RM,7200,Inside,Duplex,5,1980,1980,MetalSd,0,936,140000
50,RL,7804,Inside,1Fam,3,1928,1950,WdShing,0,1122,135000
20,RL,10712,Inside,1Fam,5,1991,1992,HdBoard,0,974,93500
70,RM,9900,Inside,1Fam,4,1880,1950,Wd Sdng,0,1008,117500
60,RL,9828,Inside,1Fam,5,1995,1995,VinylSd,0,1128,239500
60,RL,8773,Inside,1Fam,5,1997,1997,VinylSd,0,916,169000
30,RM,6180,Corner,1Fam,5,1926,1950,Wd Sdng,0,960,102000
50,RL,9600,Inside,1Fam,5,1950,1950,VinylSd,0,1032,119000
50,RL,6342,Inside,1Fam,8,1875,1996,VinylSd,0,780,94000
20,RL,9819,Inside,1Fam,5,1977,1977,Plywood,0,1567,196000
30,RL,8731,Inside,1Fam,5,1920,1950,Stucco,0,915,144000
20,RL,7350,Corner,1Fam,7,1951,1951,HdBoard,0,952,139000
60,RL,10304,CulDSac,1Fam,7,1976,1976,Plywood,0,780,197500
60,RL,9965,Inside,1Fam,5,2006,2007,VinylSd,0,1466,424870
20,RL,9000,Inside,1Fam,3,1959,1959,Wd Sdng,0,1006,80000
190,RL,12180,Inside,2fmCon,4,1941,1950,MetalSd,0,672,80000
50,RM,6240,Inside,1Fam,6,1928,1950,MetalSd,0,1042,149000
20,RL,11200,Inside,1Fam,5,1985,1985,Wd Sdng,0,1298,180000
70,RL,12000,Inside,1Fam,7,1941,1950,MetalSd,0,704,174500
50,RM,5700,Inside,1Fam,7,1926,1950,Wd Sdng,0,572,116900
70,RM,9000,Inside,1Fam,9,1920,1988,VinylSd,0,650,143000
20,RL,8280,Inside,1Fam,5,1950,1950,BrkFace,0,932,124000
20,RL,17755,Inside,1Fam,4,1959,1959,HdBoard,0,1466,149900
20,RL,14115,Inside,1Fam,7,1956,2004,Stone,547,1073,230000
30,RM,5890,Corner,1Fam,8,1930,2007,Wd Sdng,0,816,120500
60,RL,13700,Inside,1Fam,6,1965,1988,VinylSd,0,864,201800
20,RL,10768,Corner,1Fam,8,1976,2004,Plywood,0,1437,218000
80,RL,9350,Inside,1Fam,8,1965,1999,BrkFace,0,1219,179900
120,RL,5001,Inside,Twnhs,5,2007,2008,VinylSd,0,1314,230000
20,RL,11932,FR2,1Fam,5,2007,2008,VinylSd,0,1580,235128
60,RL,9120,Inside,1Fam,6,1974,1974,HdBoard,0,901,185000
160,RL,2280,Inside,Twnhs,5,1978,1978,Plywood,0,855,146000
20,RL,14778,CulDSac,1Fam,7,1954,2006,HdBoard,0,1296,224000
20,RL,8724,Inside,1Fam,5,1968,1968,VinylSd,0,894,129000
90,RL,12900,Inside,Duplex,4,1969,1969,Plywood,0,1198,108959
80,RL,16157,FR2,1Fam,7,1978,1978,Plywood,391,1360,194000
20,RL,9541,Inside,1Fam,5,2009,2009,VinylSd,0,1502,233170
20,RL,10475,Corner,1Fam,5,2008,2008,VinylSd,0,1694,245350
60,RL,10852,Inside,1Fam,5,2000,2000,VinylSd,0,959,173000
70,RL,13728,Corner,1Fam,7,1935,1986,Stucco,0,1127,235000
60,RL,35760,CulDSac,1Fam,5,1995,1996,HdBoard,0,1930,625000
80,RL,9880,Inside,1Fam,6,1977,1977,Plywood,0,1096,171000
20,RL,9120,Inside,1Fam,6,1958,1958,MetalSd,0,1261,163000
160,FV,4017,Inside,TwnhsE,5,2006,2007,MetalSd,0,625,171900
50,RL,18030,Inside,1Fam,6,1946,1994,MetalSd,469,1598,200500
70,RL,16560,Inside,1Fam,8,1932,1950,Wd Sdng,0,952,239000
50,RL,10678,Inside,1Fam,5,1992,2000,HdBoard,0,1683,285000
20,RL,6951,CulDSac,1Fam,5,1984,1985,HdBoard,0,876,119500
50,RM,3950,Inside,1Fam,8,1926,2004,MetalSd,0,818,115000
50,RL,7681,FR2,1Fam,6,1921,1950,Wd Sdng,0,731,154900
20,RL,8335,Corner,1Fam,5,1954,1954,Wd Sdng,0,0,93000
60,RL,11170,Corner,1Fam,5,1990,1991,MetalSd,0,1216,250000
120,RM,5587,Inside,TwnhsE,5,2008,2008,CemntBd,0,1600,392500
60,RL,15623,Corner,1Fam,5,1996,1996,Wd Sdng,0,2396,745000
30,RL,10800,Inside,1Fam,6,1920,1950,Stucco,0,1120,120000
20,RL,35133,Inside,1Fam,4,1963,1963,MetalSd,0,1572,186700
50,RL,9738,Inside,1Fam,7,1924,1950,AsbShng,0,784,104900
190,RL,10615,Corner,2fmCon,5,1900,1970,HdBoard,0,978,95000
20,RL,12461,Corner,1Fam,5,1994,1995,ImStucc,0,1624,262000
60,RL,8935,Inside,1Fam,5,2002,2002,VinylSd,0,831,195000
60,RL,7500,Inside,1Fam,5,1999,1999,VinylSd,0,994,189000
190,RL,32463,Inside,2fmCon,4,1961,1975,MetalSd,0,1249,168000
160,FV,2645,Inside,Twnhs,5,1999,2000,MetalSd,0,776,174000
50,RM,9600,Inside,1Fam,8,1925,1994,VinylSd,0,702,125000
120,RM,4500,FR2,TwnhsE,5,1999,1999,VinylSd,0,1224,165000
60,RL,9364,Corner,1Fam,7,1969,1969,HdBoard,0,663,158000
60,RL,8029,Inside,1Fam,5,2005,2005,VinylSd,0,728,176000
60,RL,14054,Inside,1Fam,5,2006,2006,VinylSd,0,879,219210
75,RM,8850,Corner,1Fam,6,1916,1950,MetalSd,0,815,144000
20,RL,9100,Inside,1Fam,5,2001,2001,VinylSd,0,1212,178000
20,RL,11235,Inside,1Fam,5,1963,1979,HdBoard,0,1051,148000
20,RL,9353,Inside,1Fam,5,1970,1970,MetalSd,0,864,116050
60,RL,10400,Corner,1Fam,5,1998,1998,VinylSd,0,866,197900
50,RM,6000,Corner,1Fam,8,1925,1997,Wd Sdng,0,884,117000
20,RL,9750,Inside,1Fam,5,2000,2001,VinylSd,0,1630,213000
20,RL,10140,Inside,1Fam,6,1975,1975,HdBoard,0,1056,153500
20,RL,14684,CulDSac,1Fam,7,1990,1991,HdBoard,177,2158,271900
20,RH,8900,Inside,1Fam,4,1966,1966,HdBoard,0,1056,107000
20,RL,9135,Inside,1Fam,5,2003,2003,VinylSd,0,1682,200000
20,RL,7763,Inside,1Fam,7,1962,1980,MetalSd,108,931,140000
20,RL,10182,CulDSac,1Fam,5,2006,2006,VinylSd,0,1660,290000
60,RL,11218,Inside,1Fam,5,1992,1992,Wd Sdng,0,1055,189000
50,RL,12134,Inside,1Fam,7,1988,2005,Wd Sdng,0,559,164000
30,RL,9340,Inside,1Fam,6,1941,1950,MetalSd,0,672,113000
80,RL,10246,CulDSac,1Fam,9,1965,2001,VinylSd,0,648,145000
85,RL,10205,Inside,1Fam,5,1962,1962,MetalSd,0,925,134500
20,RL,7094,Inside,1Fam,5,1966,1966,VinylSd,374,894,125000
90,RM,8930,Inside,Duplex,5,1978,1978,VinylSd,0,0,112000
20,FV,8640,Inside,1Fam,5,2009,2009,CemntBd,0,1300,229456
50,RM,6240,Inside,1Fam,5,1947,1950,AsbShng,0,0,80500
160,RM,1680,Inside,Twnhs,5,1971,1971,CemntBd,0,672,91500
20,RL,7800,Inside,1Fam,5,1964,1964,Wd Sdng,600,912,115000
20,RL,8250,Inside,1Fam,5,1968,1968,HdBoard,492,952,134000
50,RL,10496,Inside,1Fam,6,1949,1950,Wd Sdng,0,1040,143000
20,RL,10680,Inside,1Fam,3,1951,1951,Wd Sdng,0,2136,137900
60,RL,15384,Inside,1Fam,5,2004,2005,VinylSd,0,788,184000
80,RL,10482,Inside,1Fam,8,1958,1958,VinylSd,0,588,145000
60,RL,14598,CulDSac,1Fam,5,2007,2007,VinylSd,0,894,214000
20,RL,8872,Corner,1Fam,8,1965,2008,VinylSd,0,912,147000
120,RL,8769,Corner,TwnhsE,5,2008,2008,MetalSd,0,1702,367294
80,RL,7910,Inside,1Fam,5,1960,1960,BrkFace,0,1075,127000
90,RL,18890,Inside,Duplex,5,1977,1977,Plywood,211,1361,190000
90,RL,7728,Inside,Duplex,6,1962,1962,Wd Sdng,0,1106,132500
90,RL,9842,FR2,Duplex,5,1962,1962,HdBoard,0,0,101800
20,RL,12160,Inside,1Fam,5,1959,1959,Plywood,0,1188,142000
70,RH,8525,Inside,1Fam,6,1911,1950,MetalSd,0,940,130000
70,RL,13132,Inside,1Fam,5,1914,1950,Wd Sdng,0,747,138887
160,RL,2628,Inside,Twnhs,5,2003,2003,VinylSd,0,764,175500
60,RL,12393,FR2,1Fam,5,2004,2005,VinylSd,0,847,195000
20,RL,13072,Inside,1Fam,5,2005,2005,VinylSd,0,1141,142500
20,RL,9037,Inside,1Fam,5,2006,2006,VinylSd,0,1476,265900
60,RL,8158,Inside,1Fam,5,2003,2003,VinylSd,0,884,224900
20,RL,9849,Inside,1Fam,6,2007,2007,VinylSd,0,1689,248328
85,RL,10625,Inside,1Fam,6,1974,1974,Plywood,168,1053,170000
20,RL,13891,Inside,1Fam,5,2006,2006,VinylSd,0,2076,465000
70,RL,11435,Corner,1Fam,7,1929,1950,BrkFace,0,792,230000
80,RL,12090,Inside,1Fam,7,1984,2003,VinylSd,0,585,178000
60,FV,8125,Inside,1Fam,5,2005,2006,VinylSd,0,756,186500
80,RL,12328,Inside,1Fam,5,1976,1976,HdBoard,0,1012,169900
75,RM,9600,Inside,1Fam,5,1917,1950,AsbShng,0,735,129500
20,RL,7200,Inside,1Fam,7,1950,1950,MetalSd,96,876,119000
20,RL,11160,Corner,1Fam,5,1968,1968,BrkFace,0,2110,244000
120,RL,3136,Corner,TwnhsE,5,2003,2003,VinylSd,0,1405,171750
20,RL,9858,Inside,1Fam,6,1968,1968,HdBoard,0,864,130000
60,RL,17542,Inside,1Fam,7,1974,2003,Wd Sdng,1031,1192,294000
60,RL,6931,Inside,1Fam,5,2003,2004,VinylSd,0,746,165400
50,RM,6240,Inside,1Fam,6,1931,1950,Wd Sdng,0,884,127500
20,RL,14303,Corner,1Fam,5,1994,1994,HdBoard,0,1986,301500
30,RL,4060,Corner,1Fam,8,1922,1950,Wd Sdng,0,864,99900
80,RL,9587,Inside,1Fam,5,2005,2005,VinylSd,0,856,190000
20,RL,9750,FR2,1Fam,8,1969,1969,HdBoard,438,1054,151000
60,RL,24682,CulDSac,1Fam,5,1999,1999,VinylSd,0,841,181000
20,RL,9600,Inside,1Fam,6,1956,1956,MetalSd,0,1050,128900
50,RL,11250,Inside,1Fam,5,1957,1989,Wd Sdng,0,1104,161500
70,RL,13515,Inside,1Fam,6,1919,1950,Wd Sdng,0,764,180500
120,RH,4060,Inside,TwnhsE,5,1998,1999,MetalSd,0,1405,181000
160,FV,3735,FR3,TwnhsE,5,1999,1999,MetalSd,0,691,183900
190,RM,10120,Inside,2fmCon,4,1910,1950,Wd Sdng,0,925,122000
20,RL,13214,Inside,1Fam,5,2008,2009,Stucco,0,2002,378500
50,RL,14100,Inside,1Fam,9,1935,1997,Stucco,0,728,381000
50,RL,11344,Inside,1Fam,5,1958,1958,MetalSd,0,874,144000
40,RL,23595,Inside,1Fam,6,1979,1979,Plywood,0,1332,260000
20,RL,9156,Inside,1Fam,7,1968,1968,BrkFace,0,1489,185750
20,RL,13526,CulDSac,1Fam,6,1965,1965,HdBoard,375,935,137000
80,RL,11512,Corner,1Fam,7,1959,2006,Plywood,0,1019,177000
50,RL,5362,Corner,1Fam,6,1910,2003,Wd Sdng,0,661,139000
90,RL,11345,Corner,Duplex,5,1948,1950,AsbShng,0,928,137000
60,RL,12936,CulDSac,1Fam,6,1972,1972,HdBoard,0,723,162000
80,RL,17871,CulDSac,1Fam,5,1967,1976,HdBoard,0,1680,197900
60,RL,9473,Inside,1Fam,5,2002,2002,VinylSd,0,1128,237000
50,C (all),7500,Inside,1Fam,4,1920,1950,MetalSd,0,698,68400
20,RL,9808,Inside,1Fam,5,2002,2002,VinylSd,0,1573,227000
20,RL,8049,CulDSac,1Fam,5,1990,1990,HdBoard,0,1309,180000
20,RL,8800,Inside,1Fam,7,1977,2008,HdBoard,144,1040,150500
90,RL,9400,Corner,Duplex,5,1971,1971,MetalSd,0,912,139000
50,RL,9638,Inside,1Fam,7,1919,1990,Wd Sdng,0,804,169000
50,RM,6000,Inside,1Fam,6,1939,1950,MetalSd,0,780,132500
20,RL,9790,Inside,1Fam,5,1963,1963,HdBoard,81,1328,143000
20,RL,36500,Inside,1Fam,5,1964,1964,Wd Sdng,0,1624,190000
120,RL,5664,Inside,TwnhsE,5,2000,2000,CemntBd,0,1501,278000
60,RL,11065,Inside,1Fam,5,2006,2006,VinylSd,0,1085,281000
80,RL,14112,Corner,1Fam,7,1964,1964,Wd Sdng,0,1152,180500
160,RM,1680,Inside,Twnhs,7,1972,1972,CemntBd,0,630,119500
70,RM,6600,Corner,1Fam,4,1892,1965,Wd Sdng,0,994,107500
60,RL,10140,Inside,1Fam,5,1976,1976,HdBoard,0,832,162900
20,RL,8172,Inside,1Fam,7,1955,1990,WdShing,0,864,115000
20,RL,8400,Inside,1Fam,5,1968,1968,HdBoard,0,1052,138500
20,RL,8700,Inside,1Fam,6,1963,1963,MetalSd,0,1120,155000
180,RM,3675,Inside,TwnhsE,5,2005,2006,VinylSd,0,547,140000
60,RL,63887,Corner,1Fam,5,2008,2008,Stucco,0,6110,160000
20,RL,7500,Inside,1Fam,7,1959,1994,BrkFace,906,1246,154000
60,RL,10762,CulDSac,1Fam,5,1999,1999,VinylSd,0,978,225000
70,RL,7500,Inside,1Fam,7,1942,1950,Wd Sdng,0,771,177500
60,RL,10120,Inside,1Fam,5,1994,1994,VinylSd,0,1165,290000
20,RL,8688,Inside,1Fam,5,2005,2005,VinylSd,0,1616,232000
160,RM,3363,Inside,TwnhsE,5,2004,2004,VinylSd,0,976,130000
20,RL,13173,Corner,1Fam,5,2006,2007,VinylSd,0,1652,325000
120,RL,6955,Inside,TwnhsE,5,2005,2006,VinylSd,0,1368,202500
20,RL,8072,Inside,1Fam,5,1994,1995,VinylSd,0,990,138000
20,RM,12000,Inside,1Fam,7,1948,2005,MetalSd,608,924,147000
20,RL,7153,Inside,1Fam,5,1991,1991,HdBoard,0,1278,179200
20,RL,17500,Inside,1Fam,8,1959,2002,BrkFace,0,1902,335000
20,RL,8814,Inside,1Fam,5,2005,2007,VinylSd,0,1274,203000
60,RL,9572,Inside,1Fam,5,1990,1990,Wd Sdng,0,1453,302000
60,RL,14774,Corner,1Fam,5,1999,1999,VinylSd,0,1393,333168
20,RL,8190,Inside,1Fam,6,1954,1954,Wd Sdng,0,948,119000
60,RL,11075,Inside,1Fam,5,1969,1969,HdBoard,276,952,206900
20,RL,10226,Inside,1Fam,5,2008,2008,VinylSd,0,1622,295493
120,FV,4230,Corner,TwnhsE,5,2006,2007,VinylSd,0,1352,208900
20,RL,14781,CulDSac,1Fam,5,2001,2002,VinylSd,0,1753,275000
20,RL,10215,Inside,1Fam,5,1954,1954,Wd Sdng,0,864,111000
20,RL,8400,Inside,1Fam,3,1957,1957,BrkFace,661,1478,156500
20,RL,6627,Corner,1Fam,6,1949,1950,VinylSd,0,0,72500
60,RL,10186,Inside,1Fam,5,1992,1992,HdBoard,0,750,190000
30,RL,5330,Inside,1Fam,7,1940,1950,VinylSd,0,420,82500
20,RL,9986,Inside,1Fam,5,2006,2007,VinylSd,0,1795,147000
30,RM,3636,Inside,1Fam,4,1922,1950,AsbShng,0,796,55000
30,RH,4270,Inside,1Fam,6,1931,2006,MetalSd,0,544,79000
20,RL,6600,Inside,1Fam,9,1982,2008,VinylSd,0,816,130500
50,RM,10440,Corner,1Fam,7,1920,1950,BrkFace,0,1510,256000
60,RL,9084,Inside,1Fam,5,1998,1998,VinylSd,0,935,176500
20,RL,10000,Inside,1Fam,5,2006,2006,VinylSd,0,1588,227000
80,RL,10780,Inside,1Fam,5,1976,1976,MetalSd,0,911,132500
20,RL,8877,Inside,1Fam,6,1938,1958,MetalSd,0,816,100000
50,RM,7200,Corner,1Fam,6,1938,1995,Wd Sdng,0,803,125500
160,RM,2368,Inside,TwnhsE,6,1970,1970,HdBoard,0,765,125000
20,RL,9650,Inside,1Fam,5,1977,1977,Plywood,0,1350,167900
90,RL,9246,Inside,Duplex,5,1973,1973,Plywood,0,1656,135000
30,RM,4118,Corner,1Fam,4,1941,1950,Wd Sdng,0,693,52500
60,RL,13450,Corner,1Fam,5,2002,2002,VinylSd,0,916,200000
20,RL,9560,Corner,1Fam,7,1972,1972,MetalSd,0,864,128500
20,RL,8294,Inside,1Fam,5,1971,1971,MetalSd,0,858,123000
20,RL,13695,Inside,1Fam,5,2003,2004,VinylSd,0,1114,155000
60,RL,9375,Inside,1Fam,5,2002,2002,VinylSd,0,1284,228500
50,RL,7558,Inside,1Fam,6,1928,1950,BrkFace,0,896,177000
60,RL,11103,Corner,1Fam,5,2006,2006,VinylSd,0,728,155835
30,RM,6000,Inside,1Fam,4,1920,1950,MetalSd,0,960,108500
20,RL,20781,CulDSac,1Fam,7,1968,2003,BrkFace,68,1568,262500
20,RL,15306,Corner,1Fam,5,2006,2007,VinylSd,0,1732,283463
20,RL,16196,Inside,1Fam,5,1998,1998,VinylSd,0,1482,215000
70,RM,5250,Inside,1Fam,5,1872,1987,MetalSd,0,684,122000
90,RL,11643,Inside,Duplex,5,1969,1969,MetalSd,0,1248,200000
60,RL,9247,Inside,1Fam,6,1962,1962,HdBoard,0,858,171000
50,RM,6000,Inside,1Fam,9,1937,2000,MetalSd,0,698,134900
50,RL,14720,CulDSac,1Fam,5,1995,1996,VinylSd,0,2033,410000
60,RL,10316,Inside,1Fam,5,2000,2000,VinylSd,0,992,235000
80,RL,10192,Inside,1Fam,6,1968,1992,MetalSd,0,570,170000
20,RL,9477,Corner,1Fam,5,1966,1966,HdBoard,0,864,110000
20,RL,12537,CulDSac,1Fam,6,1971,2008,VinylSd,0,1078,149900
160,FV,2117,Inside,Twnhs,5,2000,2000,MetalSd,0,756,177500
20,RL,16737,FR3,1Fam,5,2004,2005,VinylSd,0,1980,315000
70,RL,9842,Inside,1Fam,6,1921,1998,MetalSd,0,612,189000
20,RL,16158,Inside,1Fam,5,2005,2005,VinylSd,0,1530,260000
50,RL,12513,FR2,1Fam,4,1920,2007,VinylSd,0,715,104900
60,RL,8499,Inside,1Fam,5,2006,2007,VinylSd,0,616,156932
160,FV,3180,Inside,TwnhsE,5,2005,2005,MetalSd,0,600,144152
60,FV,7500,Inside,1Fam,5,2000,2000,VinylSd,0,814,216000
60,RL,9179,Inside,1Fam,5,1999,1999,VinylSd,0,873,193000
160,RM,2665,Inside,TwnhsE,6,1977,1977,CemntBd,173,757,127000
120,RM,4435,Inside,TwnhsE,5,2003,2004,VinylSd,0,848,144000
20,RL,10635,FR2,1Fam,5,2003,2003,VinylSd,972,1657,232000
50,RL,5400,Corner,1Fam,6,1920,1950,CBlock,105,840,105000
80,RL,9600,Inside,1Fam,6,1955,1996,AsbShng,0,992,165500
60,RL,9750,Corner,1Fam,6,1998,1998,VinylSd,0,1108,274300
20,RL,11400,Inside,1Fam,5,2001,2002,VinylSd,0,2633,466500
60,FV,10625,Inside,1Fam,5,2005,2005,CemntBd,0,1026,250000
20,RL,10991,Inside,1Fam,5,2007,2007,VinylSd,0,1571,239000
30,RL,6292,Inside,1Fam,5,1930,1950,Wd Sdng,0,768,91000
50,RL,10998,Inside,1Fam,5,1941,1960,Wd Sdng,420,984,117000
160,RM,1953,Inside,Twnhs,5,1973,1973,HdBoard,0,483,83000
80,RL,9735,Inside,1Fam,5,2006,2007,VinylSd,0,384,167500
30,RL,8212,Inside,1Fam,3,1914,1950,Stucco,0,864,58500
20,RL,12925,Corner,1Fam,7,1970,1970,BrkFace,0,1205,237500
70,RM,7200,Corner,1Fam,7,1920,1950,Wd Sdng,0,596,157000
30,RL,25339,Inside,1Fam,7,1918,2007,Wd Sdng,0,816,112000
50,RL,9060,Inside,1Fam,5,1939,1950,WdShing,0,560,105000
50,RM,5436,Inside,1Fam,8,1922,2007,VinylSd,0,796,125500
60,RL,16692,Inside,1Fam,5,1978,1978,Plywood,469,1392,250000
50,RM,8520,Inside,1Fam,7,1916,1950,Stucco,546,714,136000
20,RL,14892,CulDSac,1Fam,5,2006,2007,VinylSd,0,1746,377500
50,RM,6000,Inside,1Fam,6,1941,1950,Wd Sdng,0,735,131000
20,RL,9100,Inside,1Fam,5,2000,2000,VinylSd,0,1525,235000
90,RL,8944,Inside,Duplex,5,1967,1967,Plywood,0,1584,124000
85,RL,7838,Inside,1Fam,5,1967,1967,HdBoard,0,864,123000
190,RM,10800,Inside,2fmCon,7,1905,2000,Wd Sdng,0,482,163000
120,RL,4045,Inside,TwnhsE,5,2006,2006,VinylSd,0,1356,246578
60,RL,12665,Inside,1Fam,5,2005,2006,VinylSd,0,1094,281213
20,RL,57200,Inside,1Fam,5,1948,1950,Wd Sdng,334,747,160000
70,RM,6120,Inside,1Fam,8,1920,2004,MetalSd,0,939,137500
50,RL,7200,Inside,1Fam,4,1950,1982,VinylSd,352,1208,138000
50,RL,6171,Inside,1Fam,6,1925,1990,WdShing,0,976,137450
50,RM,6000,Corner,1Fam,7,1929,1950,WdShing,0,862,120000
60,RL,7415,Inside,1Fam,5,2004,2004,VinylSd,0,839,193000
20,RL,6762,Inside,1Fam,5,2006,2006,VinylSd,0,1286,193879
20,RL,15256,CulDSac,1Fam,5,2007,2007,VinylSd,0,1485,282922
50,RL,10410,Corner,1Fam,4,1915,1950,Wd Sdng,0,672,105000
120,RM,3842,Inside,TwnhsE,5,2004,2005,CemntBd,0,1594,275000
85,RL,8445,Corner,1Fam,7,1972,2007,HdBoard,0,768,133000
20,RL,8780,Corner,1Fam,5,1985,1985,HdBoard,0,833,112000
70,RM,7740,Inside,1Fam,7,1910,1950,VinylSd,0,622,125500
60,RL,20544,CulDSac,1Fam,6,1986,1991,Plywood,0,791,215000
60,RL,12420,Inside,1Fam,5,2001,2001,VinylSd,0,944,230000
50,RL,9600,Inside,1Fam,8,1950,2005,VinylSd,0,856,140000
90,RL,7200,Inside,Duplex,5,1949,1950,BrkFace,0,0,90000
20,RL,10994,Corner,1Fam,5,2005,2006,VinylSd,0,1844,257000
50,RL,13053,Inside,1Fam,7,1923,2000,Wd Sdng,0,833,207000
120,RL,3635,Inside,TwnhsE,5,2007,2007,VinylSd,0,1386,175900
190,RM,11340,Inside,2fmCon,6,1885,1950,VinylSd,0,777,122500
60,RL,16545,Inside,1Fam,5,1998,1998,VinylSd,0,1284,340000
20,RL,9204,Inside,1Fam,5,1963,1963,HdBoard,872,1144,124000
20,RL,16381,Inside,1Fam,5,1969,1969,Plywood,0,1844,223000
60,RL,11700,Corner,1Fam,6,1968,1968,HdBoard,0,708,179900
120,RL,4043,Inside,TwnhsE,5,1977,1977,Plywood,0,1069,127500
120,RM,4435,Inside,TwnhsE,5,2003,2003,VinylSd,0,848,136500
